profit,params,group
10427.837000000009,4872_4872,1
10426.387000000008,4873_4873,1
10423.317000000008,4874_4874,1
10424.437000000007,4875_4875,1
10420.53700000001,4876_4876,1
10422.62700000001,4877_4877,1
10423.047000000008,4878_4878,1
10420.817000000008,4879_4879,1
10417.217000000008,4880_4880,1
10431.357000000007,4881_4881,1
10427.637000000008,4882_4882,1
10428.007000000009,4883_4883,1
10418.417000000009,4884_4884,1
10423.627000000008,4885_4885,1
10417.537000000008,4886_4886,1
10422.667000000009,4887_4887,1
10419.407000000008,4888_4888,1
10420.697000000007,4889_4889,1
10421.837000000009,4890_4890,1
10425.727000000008,4891_4891,1
10425.777000000007,4892_4892,1
10424.857000000007,4893_4893,1
10426.397000000008,4894_4894,1
10418.937000000007,4895_4895,1
10413.447000000007,4896_4896,1
10411.307000000008,4897_4897,1
10422.100000000008,4898_4898,1
10427.640000000009,4899_4899,1
10426.700000000008,4900_4900,1
10432.990000000009,4901_4901,1
10433.530000000006,4902_4902,1
10432.250000000007,4903_4903,1
10430.620000000006,4904_4904,1
10430.310000000009,4905_4905,1
10430.410000000003,4906_4906,1
10432.210000000006,4907_4907,1
10431.940000000006,4908_4908,1
10439.030000000006,4909_4909,1
10453.950000000006,4910_4910,1
10453.290000000006,4911_4911,1
10455.220000000008,4912_4912,1
10455.600000000008,4913_4913,1
10456.850000000008,4914_4914,1
10462.440000000006,4915_4915,1
10463.410000000007,4916_4916,1
10464.120000000008,4917_4917,1
10457.740000000009,4918_4918,1
10462.710000000008,4919_4919,1
10462.480000000009,4920_4920,1
10462.950000000008,4921_4921,1
10468.250000000007,4922_4922,1
10471.960000000006,4923_4923,1
10463.883000000009,4924_4924,1
10463.273000000008,4925_4925,1
10463.833000000006,4926_4926,1
10460.340000000006,4927_4927,1
10462.080000000007,4928_4928,1
10474.620000000006,4929_4929,1
10473.560000000009,4930_4930,1
10471.290000000006,4931_4931,1
10466.870000000006,4932_4932,1
10471.280000000006,4933_4933,1
10469.410000000007,4934_4934,1
10468.770000000008,4935_4935,1
10470.270000000008,4936_4936,1
10469.990000000009,4937_4937,1
10472.090000000007,4938_4938,1
10474.660000000007,4939_4939,1
10467.380000000008,4940_4940,1
10477.300000000008,4941_4941,1
10473.450000000008,4942_4942,1
10473.450000000008,4943_4943,1
10472.500000000007,4944_4944,1
10473.410000000007,4945_4945,1
10477.200000000008,4946_4946,1
10473.680000000008,4947_4947,1
10472.130000000008,4948_4948,1
10480.390000000009,4949_4949,1
10477.990000000009,4950_4950,1
10466.890000000009,4951_4951,1
10466.100000000008,4952_4952,1
10463.360000000008,4953_4953,1
10458.541000000008,4954_4954,1
10449.271000000008,4955_4955,1
10456.351000000008,4956_4956,1
10463.941000000008,4957_4957,1
10461.641000000009,4958_4958,1
10462.92100000001,4959_4959,1
10463.951000000008,4960_4960,1
10462.281000000008,4961_4961,1
10452.431000000008,4962_4962,1
10456.521000000008,4963_4963,1
10461.061000000009,4964_4964,1
10465.571000000007,4965_4965,1
10470.621000000008,4966_4966,1
10467.761000000008,4967_4967,1
10464.271000000008,4968_4968,1
10461.111000000006,4969_4969,1
10464.271000000008,4970_4970,1
10464.141000000009,4971_4971,1
10462.841000000006,4972_4972,1
10465.501000000007,4973_4973,1
10458.644000000006,4974_4974,1
10457.254000000006,4975_4975,1
10458.784000000003,4976_4976,1
10456.954000000009,4977_4977,1
10451.184000000008,4978_4978,1
10455.054000000006,4979_4979,1
10457.614000000003,4980_4980,1
10458.314000000006,4981_4981,1
10454.274000000009,4982_4982,1
10454.424000000006,4983_4983,1
10446.434000000008,4984_4984,1
10447.584000000008,4985_4985,1
10447.734000000008,4986_4986,1
10444.894000000008,4987_4987,1
10442.814000000008,4988_4988,1
10450.634000000007,4989_4989,1
10456.804000000007,4990_4990,1
10456.004000000006,4991_4991,1
10450.314000000006,4992_4992,1
10447.204000000009,4993_4993,1
10444.214000000007,4994_4994,1
10445.787000000008,4995_4995,1
10441.297000000006,4996_4996,1
10447.367000000006,4997_4997,1
10444.137000000006,4998_4998,1
10444.524000000005,4999_4999,1
